lane,id,text,suggested_ig_music,caption,final_video
mito,mitohook-2026-08-07-G06,"I can watch how you're getting your steps and tell you in 30 seconds why the scale hasn't moved in weeks. | The thing stalling you is happening at the cellular level, not on the treadmill. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",AURORA - Runaway,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G06.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDYubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjc3OSwiZXhwIjoxODE3NjcyNzc5fQ.r2xj3d-nV7L7gGpW3lE7BofDd46NNOdRZAluYlm_0dE
mito,mitohook-2026-08-07-G07,Give me 30 seconds with how you're handling your stress and I'll tell you why your body isn't responding to your diet. | It's not the calories. It's how your body handles them once insulin resistance sets in. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.,Enya - Caribbean Blue,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G07.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDcubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjgwNCwiZXhwIjoxODE3NjcyODA0fQ.2bHLajH6oJE5A46qclOXJGayYvBRQLrCpW33nJsfx6Y
mito,mitohook-2026-08-07-G08,"I can look at how much you're actually lifting and tell you in 30 seconds why your metabolism isn't answering. | Nine times out of ten it's insulin resistance, and no meal plan touches that. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.",Lady Gaga - Bloody Mary,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G08.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDgubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjgyOSwiZXhwIjoxODE3NjcyODI5fQ.dg1G_NCuZCqk7ONEqL5d04HupJXNXUxZ3IGbcPn_k80
mito,mitohook-2026-08-07-G09,I can watch how you're doing your fasting and tell you in 30 seconds why your body isn't responding to your diet. | After a certain point the issue is rarely willpower. It's insulin resistance. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.,Joe Strummer - Mondo Bongo,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G09.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDkubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjg1MCwiZXhwIjoxODE3NjcyODUwfQ._QhJa_eEQr1kzU-q8owzjmAvS2VESv4ZeSE_rBMsWWo
mito,mitohook-2026-08-07-G10,"I can look at how you're fueling your workouts and tell you in 30 seconds why the scale hasn't moved in weeks. | After a certain point the issue is rarely willpower. It's insulin resistance. | That was the wall every woman hit, and there was no way through. | P3ptides quietly fixed the part willpower never could.",Massive Attack - Angel,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G10.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTAubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjg5OCwiZXhwIjoxODE3NjcyODk4fQ.9-IAXHdFoikS84uERU3-_BdROvt5tkUIPmXgwB5CZO0
mito,mitohook-2026-08-07-G11,"Give me 30 seconds with how much you're really eating and I'll tell you why your metabolism has stopped answering. | The real problem usually isn't effort. It's insulin resistance, and you can't diet your way out of it. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Madonna - Frozen,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G11.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTEubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjkyNSwiZXhwIjoxODE3NjcyOTI1fQ.AJmYAFUh3Y8mkWaKm6j-C9IO6YAjXxRVvIVfqMADIwo
mito,mitohook-2026-08-07-G12,"I can look at how you're handling your carbs and tell you in 30 seconds why your metabolism isn't answering. | Most metabolic issues come down to things you can't control, like insulin resistance. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Indila - Tourner Dans Le Vide,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G12.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTIubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjk1MywiZXhwIjoxODE3NjcyOTUzfQ.gLdgCHBKlP_8AArGtINIbgEMXasJZeIca3OKM23pRfM
mito,mitohook-2026-08-07-G13,"I can watch how you're training your upper body and tell you in 30 seconds why the scale hasn't moved in weeks. | For most women it's hormonal. Insulin resistance quietly runs the whole show. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Ghost - Mary On A Cross,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G13.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTMubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjk5MiwiZXhwIjoxODE3NjcyOTkyfQ.9D5kmMcvJHpXAosdNJg_kGFZy9UEcXhIU5qXbxMb98w
mito,mitohook-2026-08-07-G14,"I can look at how your energy crashes in the afternoon and tell you in 30 seconds why your metabolism isn't answering. | Your metabolism answers to insulin and cortisol, not to how hard you try. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",Cortex - Huit Octobre 1971,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G14.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTQubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzAyMCwiZXhwIjoxODE3NjczMDIwfQ.WzseesebcbgQKvV3uLajYI1o8LFbpmCWDzPOO8Xb8Jw
mito,mitohook-2026-08-07-G15,"I can spot where you're carrying weight around your middle and tell you in 30 seconds why your body isn't responding to your diet. | The thing stalling you is happening at the cellular level, not on the treadmill. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",AURORA - Runaway,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G15.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTUubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzA3OSwiZXhwIjoxODE3NjczMDc5fQ.4jgoTGHjbobcRPql4eHXWSoMU5ButntPETYP69Mictg
mito,mitohook-2026-08-07-G16,I can look at how you're spacing your meals and tell you in 30 seconds why your body isn't responding to your diet. | It's not the calories. It's how your body handles them once insulin resistance sets in. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.,Enya - Caribbean Blue,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G16.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTYubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzEwOCwiZXhwIjoxODE3NjczMTA4fQ.FvuUV8Ok6t8elxP67qwmxPYlz6rQeekpTbv6CcDUfjk
mito,mitohook-2026-08-07-G17,"I can watch how your blood sugar swings after meals and tell you in 30 seconds why the scale hasn't moved in weeks. | Nine times out of ten it's insulin resistance, and no meal plan touches that. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.",Lady Gaga - Bloody Mary,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G17.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTcubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzEzNiwiZXhwIjoxODE3NjczMTM2fQ.lSogYbPQ6Uj9ccw2J9sYoPr9uuFrrMwwTglpmH_v5do
mito,mitohook-2026-08-07-G18,Give me 30 seconds with how you're drinking your water and I'll tell you why your metabolism isn't answering. | After a certain point the issue is rarely willpower. It's insulin resistance. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.,Joe Strummer - Mondo Bongo,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G18.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTgubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzE2NCwiZXhwIjoxODE3NjczMTY0fQ.MkjCnMrk2MprJuDuH-bT4VQYwLigqJQF72jUHurAX0U
mito,mitohook-2026-08-07-G19,"I can look at how tired you wake up in the morning and tell you in 30 seconds why your metabolism has stopped answering. | The real problem usually isn't effort. It's insulin resistance, and you can't diet your way out of it. | Until recently there was nothing you could actually do about it. | P3ptides are the reason the scale is moving again.",Sade - I Couldn't Love You More,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G19.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMTkubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzE5MSwiZXhwIjoxODE3NjczMTkxfQ.zb9FNrNyW0z_02NhjMq8y9GqSExjJqr4yqZM216MNHU
mito,mitohook-2026-08-07-G20,"Give me 30 seconds with your afternoon brain fog and I'll tell you why your body isn't responding to your diet. | The real problem usually isn't effort. It's insulin resistance, and you can't diet your way out of it. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Madonna - Frozen,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G20.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjAubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzIzNSwiZXhwIjoxODE3NjczMjM1fQ.OZPFzsdHaQqjRjA38B4D8a5lmH5hUIjN7k4efC2sIfU
mito,mitohook-2026-08-07-G21,"I can watch how you're handling your sugar and tell you in 30 seconds why your body isn't responding to your diet. | Most metabolic issues come down to things you can't control, like insulin resistance. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Indila - Tourner Dans Le Vide,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G21.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjEubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzI2MCwiZXhwIjoxODE3NjczMjYwfQ.akK4Q5CSxX8bWDuWhIhF6G7eoEDoEHOrrCdoZlX1Zk0
mito,mitohook-2026-08-07-G22,"I can look at how fast you gain it back and tell you in 30 seconds why your metabolism isn't answering. | For most women it's hormonal. Insulin resistance quietly runs the whole show. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Ghost - Mary On A Cross,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G22.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjIubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzI4NiwiZXhwIjoxODE3NjczMjg2fQ.BjqYk2eTPmCGP15QXZgMjFnKwYotTxJPVxau-C8T2UE
mito,mitohook-2026-08-07-G23,"I can look at how you're breaking your fast and tell you in 30 seconds why your metabolism isn't answering. | Your metabolism answers to insulin and cortisol, not to how hard you try. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",Cortex - Huit Octobre 1971,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G23.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjMubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzMxNSwiZXhwIjoxODE3NjczMzE1fQ.a3KgJhLN4R3LZrTDt5jpGyMEhX5tqO6Mda2CRBDPcww
mito,mitohook-2026-08-07-G24,"I can spot how hard your cravings hit after eating and tell you in 30 seconds why your body isn't responding to your diet. | The thing stalling you is happening at the cellular level, not on the treadmill. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",AURORA - Runaway,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G24.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjQubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzM0NiwiZXhwIjoxODE3NjczMzQ2fQ.jUzaxb5e_pe1drkPE3sJE0qOlsmotneQ3Fz7dQRkMko
mito,mitohook-2026-08-07-G25,Give me 30 seconds with how you handle your cravings and I'll tell you why your metabolism has stopped answering. | It's not the calories. It's how your body handles them once insulin resistance sets in. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.,Enya - Caribbean Blue,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G25.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjUubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzM5OCwiZXhwIjoxODE3NjczMzk4fQ.F68jPDo9WJBG7yLd9qN-cRZlq466Rb39j7qOUO7RpY8
mito,mitohook-2026-08-07-G26,"I can look at how you're doing your post-workout meal and tell you in 30 seconds why the scale hasn't moved in weeks. | Nine times out of ten it's insulin resistance, and no meal plan touches that. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.",Lady Gaga - Bloody Mary,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G26.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjYubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzQyNywiZXhwIjoxODE3NjczNDI3fQ.FRLaXhyFDi0P-QHGcB_ssELjavd4VmbD57omCrNg5z8
mito,mitohook-2026-08-07-G27,I can look at how long your weight has been stuck and tell you in 30 seconds why your metabolism has stopped answering. | After a certain point the issue is rarely willpower. It's insulin resistance. | Until recently there was nothing you could actually do about it. | P3ptides are why women who were stuck for years are finally moving.,Joe Strummer - Mondo Bongo,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G27.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMjcubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNzQ1NCwiZXhwIjoxODE3NjczNDU0fQ.MvcrX1_o7dvJWp8U1YS34ZTjSYUPLaNAGGDIKXXJRRw
